project_id,project_type,county,nca_contractor_grade,budget_ksh,planned_duration_days,completed_milestones_count,total_milestones_count,current_delay_days,delayed,cost_overrun_pct
PROJ-KE-0577,Residential,Uasin Gishu,NCA 4,50358053.74,483,6,8,116,1,38.71
PROJ-KE-0578,Commercial,Kisumu,NCA 4,505849130.31,763,2,9,87,1,40.3
PROJ-KE-0579,Industrial,Kericho,NCA 4,32304056.6,929,6,10,28,1,21.82
PROJ-KE-0580,Commercial,Laikipia,NCA 5,121786980.78,510,9,11,9,1,24.65
PROJ-KE-0581,Infrastructure,Nakuru,NCA 3,174274529.32,837,8,14,0,0,3.79
PROJ-KE-0582,Residential,Kisumu,NCA 3,87439319.17,714,1,4,0,0,0.0
PROJ-KE-0583,Commercial,Meru,NCA 4,366979085.04,101,7,10,0,0,0.0
PROJ-KE-0584,Residential,Meru,NCA 2,157523988.8,126,14,14,0,0,3.68
PROJ-KE-0585,Commercial,Laikipia,NCA 3,22448841.59,388,0,15,15,0,1.62
PROJ-KE-0586,Infrastructure,Kajiado,NCA 1,152583625.92,377,4,7,19,0,0.0
PROJ-KE-0587,Infrastructure,Bungoma,NCA 2,279065218.37,331,2,10,0,0,2.09
PROJ-KE-0588,Commercial,Kiambu,NCA 3,46813219.68,931,3,5,0,0,1.97
PROJ-KE-0589,Infrastructure,Machakos,NCA 1,97142413.1,747,1,7,64,0,0.18
PROJ-KE-0590,Infrastructure,Kilifi,NCA 2,198010089.38,812,7,9,72,1,42.8
PROJ-KE-0591,Residential,Nyeri,NCA 7,94591430.24,789,0,3,0,0,0.0
PROJ-KE-0592,Residential,Kajiado,NCA 2,102104677.94,760,6,12,0,0,0.7
PROJ-KE-0593,Infrastructure,Uasin Gishu,NCA 3,48823260.87,783,2,14,6,0,0.0
PROJ-KE-0594,Commercial,Nakuru,NCA 3,69696447.89,832,4,7,8,0,0.82
PROJ-KE-0595,Residential,Uasin Gishu,NCA 7,81817472.27,743,0,4,82,1,42.9
PROJ-KE-0596,Residential,Machakos,NCA 6,388547912.43,802,2,5,89,1,44.35
PROJ-KE-0597,Commercial,Kericho,NCA 4,55482615.67,773,10,15,104,1,28.03
PROJ-KE-0598,Commercial,Mombasa,NCA 2,274988962.93,922,2,7,67,1,24.66
PROJ-KE-0599,Residential,Nakuru,NCA 1,97605492.92,877,3,9,0,0,2.2
PROJ-KE-0600,Commercial,Mombasa,NCA 1,47610630.65,546,3,3,86,1,13.63
PROJ-KE-0601,Commercial,Murang'a,NCA 2,48494576.94,678,3,3,0,0,0.0
PROJ-KE-0602,Infrastructure,Kisumu,NCA 3,324881104.24,93,7,9,73,1,34.8
PROJ-KE-0603,Residential,Kisumu,NCA 2,69086916.1,963,1,8,0,0,0.0
PROJ-KE-0604,Commercial,Mombasa,NCA 7,63218111.26,489,2,4,0,0,2.41
PROJ-KE-0605,Commercial,Mombasa,NCA 1,46241202.19,827,3,12,0,0,1.92
PROJ-KE-0606,Commercial,Bungoma,NCA 7,320918190.78,435,1,15,32,1,34.83
PROJ-KE-0607,Infrastructure,Bungoma,NCA 7,300258759.87,848,3,12,0,0,2.01
PROJ-KE-0608,Infrastructure,Laikipia,NCA 6,126060829.26,723,1,3,0,1,6.65
PROJ-KE-0609,Commercial,Nakuru,NCA 3,185688919.38,264,1,12,0,0,2.29
PROJ-KE-0610,Infrastructure,Kilifi,NCA 1,148958469.78,945,10,14,20,1,39.2
PROJ-KE-0611,Residential,Kiambu,NCA 2,243519731.85,136,2,12,20,0,0.82
PROJ-KE-0612,Commercial,Kakamega,NCA 3,797815845.01,539,4,6,17,0,0.0
PROJ-KE-0613,Residential,Machakos,NCA 1,94585031.72,273,4,4,0,0,0.0
PROJ-KE-0614,Infrastructure,Kiambu,NCA 1,323364976.88,745,7,7,27,0,0.93
PROJ-KE-0615,Commercial,Laikipia,NCA 4,731882247.5,398,6,8,35,1,14.83
PROJ-KE-0616,Civil Works,Nakuru,NCA 4,1075777085.8,609,3,6,0,0,0.55
PROJ-KE-0617,Commercial,Kiambu,NCA 4,48021116.37,1081,7,10,90,1,26.02
PROJ-KE-0618,Commercial,Kajiado,NCA 2,89812568.69,914,14,15,99,1,20.12
PROJ-KE-0619,Commercial,Nakuru,NCA 1,175339279.18,330,7,14,0,0,2.09
PROJ-KE-0620,Infrastructure,Nyeri,NCA 1,210363953.51,332,6,14,0,0,0.45
PROJ-KE-0621,Residential,Laikipia,NCA 1,196695122.3,536,1,5,0,0,1.61
PROJ-KE-0622,Commercial,Uasin Gishu,NCA 4,240232456.53,220,0,3,19,0,2.19
PROJ-KE-0623,Commercial,Nyeri,NCA 1,37234115.51,392,2,12,0,0,0.0
PROJ-KE-0624,Commercial,Kilifi,NCA 1,257388933.41,311,7,12,0,0,0.76
PROJ-KE-0625,Infrastructure,Kilifi,NCA 1,730614903.8,534,3,12,0,0,0.74
PROJ-KE-0626,Residential,Nairobi,NCA 2,2500000000.0,841,1,15,55,1,26.32
PROJ-KE-0627,Infrastructure,Nakuru,NCA 3,118618942.47,102,11,14,32,1,12.58
PROJ-KE-0628,Commercial,Kisumu,NCA 1,76495679.32,560,11,12,0,0,2.86
PROJ-KE-0629,Commercial,Murang'a,NCA 1,88831168.66,982,7,8,0,1,17.7
PROJ-KE-0630,Infrastructure,Mombasa,NCA 2,109830128.32,860,3,7,0,1,29.28
PROJ-KE-0631,Commercial,Kakamega,NCA 6,361401457.67,203,5,9,0,0,1.56
PROJ-KE-0632,Residential,Kisumu,NCA 3,119242704.59,432,4,6,66,1,35.93
PROJ-KE-0633,Infrastructure,Uasin Gishu,NCA 5,116347550.34,1009,6,7,13,0,0.05
PROJ-KE-0634,Residential,Nakuru,NCA 3,278226237.83,634,13,13,0,0,3.22
PROJ-KE-0635,Infrastructure,Kisumu,NCA 1,158708503.15,490,2,5,0,0,2.0
PROJ-KE-0636,Commercial,Kiambu,NCA 3,151294419.73,985,4,6,0,1,27.52
PROJ-KE-0637,Industrial,Laikipia,NCA 2,129215121.65,544,10,14,29,1,15.57
PROJ-KE-0638,Industrial,Nyeri,NCA 2,276335275.49,441,10,13,0,0,1.39
PROJ-KE-0639,Residential,Bungoma,NCA 3,10428413.9,403,2,5,52,0,3.73
PROJ-KE-0640,Commercial,Kakamega,NCA 2,74315420.56,1069,4,5,0,0,0.01
PROJ-KE-0641,Civil Works,Kiambu,NCA 1,1849453258.82,678,3,5,28,1,14.57
PROJ-KE-0642,Infrastructure,Nyeri,NCA 8,236874871.19,1088,4,5,8,1,19.15
PROJ-KE-0643,Residential,Kiambu,NCA 7,202924632.62,1083,8,14,0,1,15.93
PROJ-KE-0644,Infrastructure,Laikipia,NCA 6,779097527.26,677,2,13,0,0,0.74
PROJ-KE-0645,Commercial,Nakuru,NCA 4,7363767.6,1011,1,3,0,1,25.38
PROJ-KE-0646,Commercial,Kakamega,NCA 1,129630344.32,146,10,12,72,1,21.37
PROJ-KE-0647,Commercial,Bungoma,NCA 4,1724242536.36,1070,4,4,67,1,42.83
PROJ-KE-0648,Industrial,Kakamega,NCA 2,480215207.65,823,5,9,6,0,2.56
PROJ-KE-0649,Civil Works,Kisumu,NCA 1,486851138.36,515,14,15,108,1,39.82
PROJ-KE-0650,Industrial,Kericho,NCA 1,70094047.82,302,7,7,0,0,0.0
PROJ-KE-0651,Industrial,Murang'a,NCA 1,91173626.88,509,4,13,76,0,1.66
PROJ-KE-0652,Industrial,Uasin Gishu,NCA 1,35217118.62,133,4,7,0,0,1.13
PROJ-KE-0653,Infrastructure,Kiambu,NCA 2,46084536.73,1068,13,13,0,1,14.49
PROJ-KE-0654,Commercial,Kilifi,NCA 1,377835346.43,873,7,7,0,1,24.18
PROJ-KE-0655,Residential,Kajiado,NCA 4,242910992.41,577,13,14,70,1,20.56
PROJ-KE-0656,Residential,Kiambu,NCA 2,86487407.15,989,2,14,11,0,2.75
PROJ-KE-0657,Industrial,Kakamega,NCA 1,69490602.42,168,3,11,0,0,1.47
PROJ-KE-0658,Infrastructure,Nyeri,NCA 6,176418299.89,936,12,13,92,1,31.84
PROJ-KE-0659,Residential,Kiambu,NCA 1,36821616.42,620,5,7,0,0,2.97
PROJ-KE-0660,Commercial,Uasin Gishu,NCA 1,124518391.42,1008,9,11,0,0,3.97
PROJ-KE-0661,Infrastructure,Nakuru,NCA 2,54697463.47,1028,0,4,0,1,15.28
PROJ-KE-0662,Residential,Bungoma,NCA 6,57381687.33,701,5,11,43,1,16.64
PROJ-KE-0663,Industrial,Kiambu,NCA 4,160839503.92,404,1,5,15,0,2.36
PROJ-KE-0664,Commercial,Nairobi,NCA 5,110033420.97,200,0,3,0,0,1.57
PROJ-KE-0665,Commercial,Nairobi,NCA 5,89160450.94,891,4,4,120,1,17.97
PROJ-KE-0666,Commercial,Kajiado,NCA 7,593119567.41,446,2,8,0,0,0.0
PROJ-KE-0667,Residential,Kisumu,NCA 1,90638764.47,312,3,14,0,0,2.39
PROJ-KE-0668,Commercial,Nakuru,NCA 6,636730613.27,1032,11,11,0,1,27.23
PROJ-KE-0669,Commercial,Kakamega,NCA 8,52302899.21,524,4,6,19,1,22.27
PROJ-KE-0670,Residential,Laikipia,NCA 5,38274088.81,811,0,7,68,1,31.61
PROJ-KE-0671,Commercial,Bungoma,NCA 1,207673041.07,507,6,7,13,0,0.0
PROJ-KE-0672,Industrial,Kakamega,NCA 1,437182772.92,197,7,9,0,0,0.86
PROJ-KE-0673,Residential,Nakuru,NCA 4,63000816.56,1003,0,5,30,0,2.91
PROJ-KE-0674,Civil Works,Nakuru,NCA 1,30827341.77,873,12,14,0,0,0.82
PROJ-KE-0675,Residential,Murang'a,NCA 2,880845842.5,772,6,12,0,0,1.14
PROJ-KE-0676,Residential,Nakuru,NCA 2,20011506.81,227,0,3,0,0,2.05
PROJ-KE-0677,Commercial,Machakos,NCA 2,31532779.84,785,2,8,84,1,38.2
PROJ-KE-0678,Infrastructure,Bungoma,NCA 1,142156469.74,767,7,10,0,0,0.48
PROJ-KE-0679,Residential,Nairobi,NCA 7,377151482.87,1026,3,4,0,1,33.14
PROJ-KE-0680,Residential,Mombasa,NCA 1,11619535.86,400,2,14,0,0,2.78
PROJ-KE-0681,Residential,Nakuru,NCA 3,449487493.06,592,8,13,0,0,0.45
PROJ-KE-0682,Industrial,Mombasa,NCA 2,5000000.0,721,5,13,0,0,1.09
PROJ-KE-0683,Residential,Kiambu,NCA 5,164318218.34,447,0,15,0,0,0.16
PROJ-KE-0684,Residential,Kakamega,NCA 2,251292733.79,330,4,13,0,0,1.67
PROJ-KE-0685,Commercial,Nyeri,NCA 1,85517828.29,641,0,8,0,0,0.0
PROJ-KE-0686,Industrial,Kajiado,NCA 1,84318413.31,414,9,9,78,1,16.02
PROJ-KE-0687,Residential,Uasin Gishu,NCA 2,14053204.12,437,4,5,60,1,17.66
PROJ-KE-0688,Residential,Kisumu,NCA 5,41333054.25,138,6,7,0,0,0.0
PROJ-KE-0689,Infrastructure,Nakuru,NCA 3,12860262.46,369,4,4,0,0,1.36
PROJ-KE-0690,Infrastructure,Meru,NCA 3,62689041.49,410,3,6,84,1,30.41
PROJ-KE-0691,Infrastructure,Machakos,NCA 6,39660757.59,281,7,12,110,1,40.49
PROJ-KE-0692,Residential,Kericho,NCA 7,101773488.43,295,7,8,24,1,32.03
PROJ-KE-0693,Infrastructure,Kericho,NCA 2,583997643.43,739,6,6,110,0,1.0
PROJ-KE-0694,Infrastructure,Kilifi,NCA 2,216020252.46,206,1,5,107,1,34.17
PROJ-KE-0695,Residential,Mombasa,NCA 1,33074154.11,369,0,5,107,1,36.96
PROJ-KE-0696,Commercial,Laikipia,NCA 5,482704673.52,146,2,4,0,0,0.0
PROJ-KE-0697,Residential,Kakamega,NCA 4,268621838.25,949,13,14,19,0,0.0
PROJ-KE-0698,Commercial,Kajiado,NCA 3,58843614.74,182,4,6,108,1,40.13
PROJ-KE-0699,Infrastructure,Kilifi,NCA 7,875410580.42,313,0,5,40,1,28.45
PROJ-KE-0700,Residential,Kakamega,NCA 4,152279956.13,205,8,8,92,1,40.08
PROJ-KE-0701,Commercial,Laikipia,NCA 4,284929908.1,931,0,7,0,1,29.4
PROJ-KE-0702,Infrastructure,Mombasa,NCA 4,90497513.78,897,3,13,54,0,4.72
PROJ-KE-0703,Residential,Nakuru,NCA 3,120944733.87,98,4,9,110,1,40.97
PROJ-KE-0704,Commercial,Machakos,NCA 6,20287905.02,875,6,13,0,0,1.11
PROJ-KE-0705,Infrastructure,Laikipia,NCA 3,175782912.32,512,6,8,0,0,0.0
PROJ-KE-0706,Infrastructure,Kisumu,NCA 2,18594187.53,845,7,8,0,0,1.36
PROJ-KE-0707,Commercial,Bungoma,NCA 5,19507871.66,229,3,3,44,1,14.61
PROJ-KE-0708,Residential,Kiambu,NCA 5,171108955.83,792,5,9,0,1,10.72
PROJ-KE-0709,Residential,Nyeri,NCA 5,68441399.42,293,3,4,55,1,39.68
PROJ-KE-0710,Commercial,Nairobi,NCA 6,14300293.38,752,10,12,16,1,29.74
PROJ-KE-0711,Commercial,Murang'a,NCA 4,95142450.68,704,2,7,52,1,10.67
PROJ-KE-0712,Residential,Bungoma,NCA 5,422457491.04,596,1,4,0,1,30.81
PROJ-KE-0713,Commercial,Laikipia,NCA 2,1000029258.31,531,4,6,110,1,29.8
PROJ-KE-0714,Residential,Kiambu,NCA 1,632992245.16,1089,3,7,0,1,27.58
PROJ-KE-0715,Residential,Nairobi,NCA 3,57427451.77,982,6,8,0,0,0.0
PROJ-KE-0716,Infrastructure,Kajiado,NCA 1,74948260.52,1043,3,6,0,0,4.75
PROJ-KE-0717,Civil Works,Mombasa,NCA 1,102134892.91,606,6,12,55,0,0.5
PROJ-KE-0718,Industrial,Mombasa,NCA 3,98760261.56,1042,7,8,45,1,32.94
PROJ-KE-0719,Residential,Kajiado,NCA 1,197987183.47,982,5,7,0,0,0.57
PROJ-KE-0720,Residential,Kajiado,NCA 3,1198088853.39,536,2,5,0,0,1.4
PROJ-KE-0721,Residential,Bungoma,NCA 1,181333279.55,126,4,10,64,1,25.8
PROJ-KE-0722,Civil Works,Laikipia,NCA 1,33603159.63,586,7,10,97,1,43.31
PROJ-KE-0723,Commercial,Kisumu,NCA 1,66682972.79,857,4,11,0,1,26.88
PROJ-KE-0724,Commercial,Nairobi,NCA 3,35171370.86,168,6,6,0,0,2.31
PROJ-KE-0725,Commercial,Nakuru,NCA 2,196911989.47,694,2,4,15,0,1.78
PROJ-KE-0726,Residential,Kajiado,NCA 3,2500000000.0,761,7,12,98,1,47.79
PROJ-KE-0727,Industrial,Kiambu,NCA 1,560215689.92,420,1,15,0,0,0.0
PROJ-KE-0728,Commercial,Kajiado,NCA 1,67268943.76,1078,12,15,114,1,29.68
PROJ-KE-0729,Residential,Kiambu,NCA 1,341686885.18,592,13,15,0,0,0.0
PROJ-KE-0730,Residential,Kakamega,NCA 4,220044766.46,591,6,10,0,0,0.0
PROJ-KE-0731,Infrastructure,Kakamega,NCA 4,66604539.22,534,6,13,70,1,19.4
PROJ-KE-0732,Infrastructure,Kiambu,NCA 7,332714587.73,629,10,13,0,0,2.76
PROJ-KE-0733,Industrial,Laikipia,NCA 2,663659680.99,397,4,6,77,1,14.28
PROJ-KE-0734,Commercial,Mombasa,NCA 3,31455381.36,565,11,13,0,0,1.18
PROJ-KE-0735,Commercial,Nairobi,NCA 1,271712017.84,767,2,10,0,0,0.82
PROJ-KE-0736,Residential,Meru,NCA 2,78040161.69,550,12,12,116,1,43.33
PROJ-KE-0737,Commercial,Kisumu,NCA 4,15712362.01,198,8,9,55,1,14.35
PROJ-KE-0738,Commercial,Laikipia,NCA 3,25294518.71,852,11,12,0,1,25.41
PROJ-KE-0739,Civil Works,Kakamega,NCA 4,623810719.7,913,1,7,6,0,2.2
PROJ-KE-0740,Infrastructure,Uasin Gishu,NCA 6,846756431.38,304,10,10,35,0,2.03
PROJ-KE-0741,Infrastructure,Uasin Gishu,NCA 1,117740555.61,522,0,3,24,0,1.09
PROJ-KE-0742,Residential,Nairobi,NCA 6,29518037.74,689,1,6,111,1,16.36
PROJ-KE-0743,Residential,Kericho,NCA 8,77409841.03,958,9,10,0,1,21.09
PROJ-KE-0744,Residential,Laikipia,NCA 1,77604467.0,152,0,11,45,1,30.89
PROJ-KE-0745,Industrial,Nakuru,NCA 3,79305003.56,1051,5,13,60,1,17.34
PROJ-KE-0746,Commercial,Kilifi,NCA 3,123153296.3,691,5,13,0,0,0.0
PROJ-KE-0747,Residential,Meru,NCA 4,41361333.19,1053,10,13,0,1,31.27
PROJ-KE-0748,Infrastructure,Machakos,NCA 4,72258848.0,773,2,10,25,1,27.49
PROJ-KE-0749,Commercial,Kericho,NCA 7,45034435.36,660,0,3,38,1,20.58
PROJ-KE-0750,Commercial,Mombasa,NCA 5,79463698.86,322,4,4,38,1,41.59
PROJ-KE-0751,Infrastructure,Mombasa,NCA 5,9893352.04,963,13,14,0,0,0.06
PROJ-KE-0752,Industrial,Bungoma,NCA 5,20927946.08,1075,3,15,0,1,33.33
PROJ-KE-0753,Commercial,Mombasa,NCA 3,21562182.8,261,1,13,0,0,0.73
PROJ-KE-0754,Commercial,Bungoma,NCA 5,9567254.68,247,5,13,22,0,1.92
PROJ-KE-0755,Civil Works,Nairobi,NCA 1,190010151.06,918,5,10,26,1,32.51
PROJ-KE-0756,Residential,Kilifi,NCA 1,195510140.4,861,6,11,0,0,2.41
PROJ-KE-0757,Industrial,Bungoma,NCA 7,17758411.16,1056,3,3,6,1,29.28
PROJ-KE-0758,Residential,Kisumu,NCA 1,28161208.36,258,0,9,9,1,27.69
PROJ-KE-0759,Residential,Mombasa,NCA 8,913662584.4,986,4,11,118,1,39.27
PROJ-KE-0760,Residential,Meru,NCA 4,70460597.32,936,2,7,0,1,19.72
PROJ-KE-0761,Commercial,Bungoma,NCA 4,532517792.04,504,6,15,0,0,2.81
PROJ-KE-0762,Residential,Kiambu,NCA 3,229799282.85,643,3,7,75,1,33.48
PROJ-KE-0763,Commercial,Kajiado,NCA 1,298003907.07,882,6,7,0,0,1.54
PROJ-KE-0764,Residential,Kakamega,NCA 1,121784460.91,549,0,7,0,0,3.9
PROJ-KE-0765,Civil Works,Kilifi,NCA 2,85828550.27,381,12,13,0,0,0.84
PROJ-KE-0766,Residential,Kilifi,NCA 1,49592383.99,887,7,8,96,1,28.65
PROJ-KE-0767,Residential,Kisumu,NCA 1,307316438.73,546,2,4,0,0,0.0
PROJ-KE-0768,Infrastructure,Kajiado,NCA 3,261227394.96,741,7,9,0,1,18.76
PROJ-KE-0769,Commercial,Kiambu,NCA 3,57838591.31,558,5,5,0,0,0.78
PROJ-KE-0770,Residential,Mombasa,NCA 4,319350922.42,1064,4,4,0,0,2.31
PROJ-KE-0771,Commercial,Kiambu,NCA 1,226136097.96,402,4,8,8,0,0.4
PROJ-KE-0772,Residential,Mombasa,NCA 7,77605351.31,277,7,14,75,1,24.01
PROJ-KE-0773,Industrial,Kericho,NCA 3,66819828.19,435,12,15,0,0,0.82
PROJ-KE-0774,Infrastructure,Bungoma,NCA 5,21677055.34,773,2,10,0,0,3.6
PROJ-KE-0775,Infrastructure,Kericho,NCA 2,262136507.93,136,7,13,0,0,0.0
PROJ-KE-0776,Infrastructure,Meru,NCA 3,16040657.12,216,8,13,84,1,44.99
PROJ-KE-0777,Residential,Laikipia,NCA 3,64042148.93,109,4,4,7,0,2.21
PROJ-KE-0778,Infrastructure,Bungoma,NCA 1,38592658.88,693,3,3,0,0,2.79
PROJ-KE-0779,Residential,Nyeri,NCA 2,130560446.15,183,0,4,0,0,2.13
PROJ-KE-0780,Infrastructure,Kiambu,NCA 2,58814336.78,719,2,8,12,0,1.0
PROJ-KE-0781,Commercial,Nyeri,NCA 2,182538638.5,1054,0,4,101,1,31.88
PROJ-KE-0782,Residential,Nakuru,NCA 2,65355848.5,415,8,10,66,1,41.75
PROJ-KE-0783,Commercial,Nakuru,NCA 1,147174230.12,658,12,13,77,0,1.55
PROJ-KE-0784,Residential,Uasin Gishu,NCA 5,276183725.78,262,7,15,0,0,0.0
PROJ-KE-0785,Residential,Nairobi,NCA 5,365987583.33,1074,4,12,0,1,35.42
PROJ-KE-0786,Commercial,Kajiado,NCA 5,156267306.12,479,3,8,0,0,1.17
PROJ-KE-0787,Infrastructure,Kisumu,NCA 2,66554390.69,233,8,14,0,0,1.94
PROJ-KE-0788,Residential,Nyeri,NCA 6,61111513.82,1058,4,8,0,1,26.86
PROJ-KE-0789,Commercial,Uasin Gishu,NCA 3,42939050.92,703,0,8,0,1,25.09
PROJ-KE-0790,Commercial,Nairobi,NCA 4,816140511.15,513,11,11,0,0,0.0
PROJ-KE-0791,Infrastructure,Kisumu,NCA 3,606965768.33,545,1,13,109,1,28.32
PROJ-KE-0792,Residential,Murang'a,NCA 1,133404137.55,98,3,4,29,1,22.57
PROJ-KE-0793,Commercial,Nairobi,NCA 5,48784094.69,286,4,4,0,0,1.58
PROJ-KE-0794,Civil Works,Kakamega,NCA 1,49037248.26,594,11,14,0,1,26.07
PROJ-KE-0795,Commercial,Kajiado,NCA 3,126401827.55,595,4,5,99,1,33.55
PROJ-KE-0796,Commercial,Kiambu,NCA 4,52210962.8,220,3,7,0,0,0.01
PROJ-KE-0797,Infrastructure,Nairobi,NCA 8,64413352.21,348,8,13,0,0,2.78
PROJ-KE-0798,Infrastructure,Mombasa,NCA 6,109952408.43,420,6,9,92,1,31.27
PROJ-KE-0799,Commercial,Kilifi,NCA 1,92154333.81,1030,8,9,5,0,2.05
PROJ-KE-0800,Industrial,Nairobi,NCA 8,143231074.82,1070,1,4,47,1,19.96
PROJ-KE-0801,Residential,Nakuru,NCA 1,85087277.83,906,5,13,0,0,1.23
PROJ-KE-0802,Civil Works,Mombasa,NCA 5,421434886.61,622,7,15,0,0,0.0
PROJ-KE-0803,Infrastructure,Bungoma,NCA 3,155906115.96,124,5,9,0,0,0.29
PROJ-KE-0804,Commercial,Bungoma,NCA 1,15169512.94,715,6,13,91,1,42.15
PROJ-KE-0805,Residential,Kericho,NCA 1,123894538.64,703,0,15,0,0,1.55
PROJ-KE-0806,Residential,Nakuru,NCA 2,751977874.69,554,5,11,0,0,1.38
PROJ-KE-0807,Infrastructure,Uasin Gishu,NCA 6,121868834.45,219,8,13,58,1,16.94
PROJ-KE-0808,Commercial,Mombasa,NCA 1,131547440.41,409,6,12,0,0,0.05
PROJ-KE-0809,Residential,Kiambu,NCA 1,72834393.88,467,1,3,69,1,38.93
PROJ-KE-0810,Residential,Mombasa,NCA 2,141796280.71,1020,6,6,29,1,29.94
PROJ-KE-0811,Infrastructure,Bungoma,NCA 3,50136323.32,1076,4,8,25,1,10.96
PROJ-KE-0812,Industrial,Mombasa,NCA 3,485357774.22,799,3,6,0,0,1.37
PROJ-KE-0813,Civil Works,Nyeri,NCA 5,760805156.61,474,3,6,5,0,1.65
PROJ-KE-0814,Commercial,Nakuru,NCA 1,22347088.01,1024,11,15,8,0,1.59
PROJ-KE-0815,Commercial,Kajiado,NCA 4,274754694.69,437,3,11,7,0,2.24
PROJ-KE-0816,Commercial,Kiambu,NCA 2,123971942.62,1048,2,6,0,0,0.21
PROJ-KE-0817,Commercial,Kericho,NCA 6,252287307.81,156,1,4,0,0,1.91
PROJ-KE-0818,Residential,Kakamega,NCA 2,23164816.96,1033,1,3,0,1,14.71
PROJ-KE-0819,Commercial,Kilifi,NCA 1,215600355.05,961,9,11,0,0,1.36
PROJ-KE-0820,Residential,Kisumu,NCA 1,174666364.93,487,11,15,0,0,1.49
PROJ-KE-0821,Residential,Laikipia,NCA 4,41947357.46,500,12,13,0,0,2.23
PROJ-KE-0822,Commercial,Kilifi,NCA 2,131249077.51,403,6,9,0,0,0.63
PROJ-KE-0823,Residential,Kiambu,NCA 5,72177027.21,325,0,12,0,0,0.06
PROJ-KE-0824,Residential,Kericho,NCA 2,45254167.99,599,4,8,27,0,1.62
PROJ-KE-0825,Commercial,Kisumu,NCA 2,23930663.91,170,8,15,0,0,1.67
PROJ-KE-0826,Commercial,Uasin Gishu,NCA 2,141476402.48,781,4,8,109,1,22.19
PROJ-KE-0827,Residential,Kiambu,NCA 8,10817243.18,860,11,14,0,1,14.3
PROJ-KE-0828,Commercial,Murang'a,NCA 7,843054413.17,931,12,12,0,0,1.51
PROJ-KE-0829,Infrastructure,Kiambu,NCA 6,141826319.18,304,3,10,0,1,30.94
PROJ-KE-0830,Infrastructure,Bungoma,NCA 2,792518103.16,529,13,15,62,1,39.35
PROJ-KE-0831,Commercial,Kiambu,NCA 3,791999928.88,99,10,10,0,0,0.36
PROJ-KE-0832,Infrastructure,Murang'a,NCA 5,311484831.3,797,4,11,7,0,1.04
PROJ-KE-0833,Commercial,Nyeri,NCA 3,242706225.93,677,6,9,55,0,2.57
PROJ-KE-0834,Residential,Nyeri,NCA 3,171862571.39,552,4,13,18,0,0.36
PROJ-KE-0835,Infrastructure,Laikipia,NCA 1,248785267.76,485,3,7,89,1,31.21
PROJ-KE-0836,Residential,Kakamega,NCA 3,332376940.38,510,2,9,0,1,9.26
PROJ-KE-0837,Residential,Kisumu,NCA 2,211748770.18,981,2,6,95,1,36.44
PROJ-KE-0838,Commercial,Meru,NCA 3,17481353.38,372,0,6,0,0,0.0
PROJ-KE-0839,Residential,Kilifi,NCA 3,228883930.82,1022,7,12,0,0,0.07
PROJ-KE-0840,Commercial,Bungoma,NCA 2,348693547.27,490,12,12,0,0,0.39
PROJ-KE-0841,Residential,Kericho,NCA 3,158953412.67,1022,2,13,0,1,6.44
PROJ-KE-0842,Industrial,Machakos,NCA 2,309309126.29,733,4,11,0,1,34.77
PROJ-KE-0843,Industrial,Kericho,NCA 8,237775038.88,656,2,4,18,0,1.13
PROJ-KE-0844,Residential,Machakos,NCA 2,28473446.1,164,11,13,0,0,0.0
PROJ-KE-0845,Residential,Uasin Gishu,NCA 2,140551347.57,100,1,7,0,0,2.89
PROJ-KE-0846,Residential,Bungoma,NCA 1,46138161.28,1062,2,10,0,0,1.04
PROJ-KE-0847,Infrastructure,Nakuru,NCA 1,218002430.28,217,11,11,14,0,1.0
PROJ-KE-0848,Commercial,Bungoma,NCA 2,115646389.03,781,3,11,11,0,2.62
PROJ-KE-0849,Residential,Nakuru,NCA 2,16579153.93,405,0,10,0,0,1.64
PROJ-KE-0850,Commercial,Kilifi,NCA 2,112424804.73,521,0,3,29,0,0.97
PROJ-KE-0851,Civil Works,Nakuru,NCA 5,73133102.43,940,2,13,0,1,31.92
PROJ-KE-0852,Commercial,Uasin Gishu,NCA 4,160329307.33,1046,6,11,0,1,16.77
PROJ-KE-0853,Commercial,Murang'a,NCA 4,191959277.25,102,3,9,0,0,2.31
PROJ-KE-0854,Residential,Kakamega,NCA 1,274005222.15,875,7,12,0,0,2.69
PROJ-KE-0855,Civil Works,Machakos,NCA 2,263081433.59,187,5,12,0,0,0.0
PROJ-KE-0856,Civil Works,Kiambu,NCA 2,20938035.49,415,7,13,7,0,0.0
PROJ-KE-0857,Residential,Kilifi,NCA 3,39698675.46,811,1,3,102,1,39.55
PROJ-KE-0858,Infrastructure,Kisumu,NCA 1,58059360.95,473,4,10,53,0,1.6
PROJ-KE-0859,Industrial,Bungoma,NCA 4,68358269.94,749,1,15,0,1,37.26
PROJ-KE-0860,Residential,Meru,NCA 5,139894831.11,440,1,6,0,1,34.92
PROJ-KE-0861,Infrastructure,Kilifi,NCA 5,81661561.08,983,8,9,61,1,31.88
PROJ-KE-0862,Commercial,Laikipia,NCA 1,197657580.04,234,1,6,80,1,31.11
PROJ-KE-0863,Infrastructure,Uasin Gishu,NCA 1,592752134.64,408,5,5,59,1,16.72
PROJ-KE-0864,Commercial,Meru,NCA 3,238125480.44,973,15,15,51,1,23.24
